Topic,QuestionCategory,LocationDesc,Education,Income,Gender,% Adults W. Obesity,% Adults Exercise Weekly,% Adults Do not exercise,% Adults Eat Vegetable or Fruit Daily
Physical Activity - Behavior,Income,Oklahoma,,"$25,000 - $34,999",,,27.8,32.98333333,
Physical Activity - Behavior,Income,Oklahoma,,"$35,000 - $49,999",,,27.36666667,29.91666667,
Physical Activity - Behavior,Income,Oklahoma,,"$50,000 - $74,999",,,31.13333333,25.73333333,
Physical Activity - Behavior,Income,Oklahoma,,"$75,000 or greater",,,35.40833333,18,
Physical Activity - Behavior,Income,Oklahoma,,"Less than $15,000",,,23.15,41.46666667,
Physical Activity - Behavior,Race/Ethnicity,Oklahoma,,,,,28.55588235,30.18,
Physical Activity - Behavior,Total,Oklahoma,,,,,28.43333333,30.41666667,
Physical Activity - Behavior,Education,Oregon,College graduate,,,,45.68333333,8.65,
Physical Activity - Behavior,Education,Oregon,High school graduate,,,,35.99166667,22.65,
Physical Activity - Behavior,Education,Oregon,Less than high school,,,,30.11666667,33,
Physical Activity - Behavior,Education,Oregon,Some college or technical school,,,,39.55833333,16.7,
Physical Activity - Behavior,Age (years),Oregon,,,,,39.77083333,17.37222222,
Physical Activity - Behavior,Gender,Oregon,,,Female,,38.98333333,17.65,
Physical Activity - Behavior,Gender,Oregon,,,Male,,39.825,18.03333333,
Physical Activity - Behavior,Income,Oregon,,"$15,000 - $24,999",,,34.29166667,25.08333333,
Physical Activity - Behavior,Income,Oregon,,"$25,000 - $34,999",,,36.36666667,21.28333333,
Physical Activity - Behavior,Income,Oregon,,"$35,000 - $49,999",,,40.05833333,18.35,
Physical Activity - Behavior,Income,Oregon,,"$50,000 - $74,999",,,40.78333333,14.1,
Physical Activity - Behavior,Income,Oregon,,"$75,000 or greater",,,46.31666667,8.5,
Physical Activity - Behavior,Income,Oregon,,"Less than $15,000",,,33.24166667,28.51666667,
Physical Activity - Behavior,Race/Ethnicity,Oregon,,,,,39.63956044,19.00740741,
Physical Activity - Behavior,Total,Oregon,,,,,39.38333333,17.85,
Physical Activity - Behavior,Education,Pennsylvania,College graduate,,,,39.18333333,12.28333333,
Physical Activity - Behavior,Education,Pennsylvania,High school graduate,,,,28.575,31.23333333,
Physical Activity - Behavior,Education,Pennsylvania,Less than high school,,,,23.325,39.01666667,
Physical Activity - Behavior,Education,Pennsylvania,Some college or technical school,,,,32.525,22.33333333,
Physical Activity - Behavior,Age (years),Pennsylvania,,,,,32.12777778,24.02222222,
Physical Activity - Behavior,Gender,Pennsylvania,,,Female,,29.05,26.8,
Physical Activity - Behavior,Gender,Pennsylvania,,,Male,,34.54166667,23.06666667,
Physical Activity - Behavior,Income,Pennsylvania,,"$15,000 - $24,999",,,27.56666667,34.08333333,
Physical Activity - Behavior,Income,Pennsylvania,,"$25,000 - $34,999",,,27.3,30.68333333,
Physical Activity - Behavior,Income,Pennsylvania,,"$35,000 - $49,999",,,31.96666667,25,
Physical Activity - Behavior,Income,Pennsylvania,,"$50,000 - $74,999",,,31.425,22.66666667,
Physical Activity - Behavior,Income,Pennsylvania,,"$75,000 or greater",,,38.05833333,14.08333333,
Physical Activity - Behavior,Income,Pennsylvania,,"Less than $15,000",,,25.60833333,37.5,
Physical Activity - Behavior,Race/Ethnicity,Pennsylvania,,,,,30.01833333,26.79677419,
Physical Activity - Behavior,Total,Pennsylvania,,,,,31.725,25,
Physical Activity - Behavior,Education,Puerto Rico,College graduate,,,,23.175,33.36666667,
Physical Activity - Behavior,Education,Puerto Rico,High school graduate,,,,15.9,45.76666667,
Physical Activity - Behavior,Education,Puerto Rico,Less than high school,,,,11.575,54.56666667,
Physical Activity - Behavior,Education,Puerto Rico,Some college or technical school,,,,20.925,38.53333333,
Physical Activity - Behavior,Age (years),Puerto Rico,,,,,18.075,42.72777778,
Physical Activity - Behavior,Gender,Puerto Rico,,,Female,,14.825,49.03333333,
Physical Activity - Behavior,Gender,Puerto Rico,,,Male,,20.75,37.16666667,
Physical Activity - Behavior,Income,Puerto Rico,,"$15,000 - $24,999",,,18,41.6,
Physical Activity - Behavior,Income,Puerto Rico,,"$25,000 - $34,999",,,24.625,36.26666667,
Physical Activity - Behavior,Income,Puerto Rico,,"$35,000 - $49,999",,,25.175,29.76666667,
Physical Activity - Behavior,Income,Puerto Rico,,"$50,000 - $74,999",,,25.825,30.33333333,
Physical Activity - Behavior,Income,Puerto Rico,,"$75,000 or greater",,,29.825,22.8,
Physical Activity - Behavior,Income,Puerto Rico,,"Less than $15,000",,,13.85,49,
Physical Activity - Behavior,Race/Ethnicity,Puerto Rico,,,,,17.55,43.4,
Physical Activity - Behavior,Total,Puerto Rico,,,,,17.575,43.46666667,
Physical Activity - Behavior,Education,Rhode Island,College graduate,,,,38.6,13.71666667,
Physical Activity - Behavior,Education,Rhode Island,High school graduate,,,,28.35,31.88333333,
Physical Activity - Behavior,Education,Rhode Island,Less than high school,,,,22.76666667,40.8,
Physical Activity - Behavior,Education,Rhode Island,Some college or technical school,,,,33.29166667,22.51666667,
Physical Activity - Behavior,Age (years),Rhode Island,,,,,32.21388889,24.65833333,
Physical Activity - Behavior,Gender,Rhode Island,,,Female,,29.65,27.4,
Physical Activity - Behavior,Gender,Rhode Island,,,Male,,34.39166667,22.91666667,
Physical Activity - Behavior,Income,Rhode Island,,"$15,000 - $24,999",,,25.45833333,36.96666667,
Physical Activity - Behavior,Income,Rhode Island,,"$25,000 - $34,999",,,27.03333333,32.18333333,
Physical Activity - Behavior,Income,Rhode Island,,"$35,000 - $49,999",,,29.9,27.61666667,
Physical Activity - Behavior,Income,Rhode Island,,"$50,000 - $74,999",,,33.40833333,20.35,
Physical Activity - Behavior,Income,Rhode Island,,"$75,000 or greater",,,38.55833333,13.48333333,
Physical Activity - Behavior,Income,Rhode Island,,"Less than $15,000",,,26.40833333,37.98333333,
Physical Activity - Behavior,Race/Ethnicity,Rhode Island,,,,,28.7953125,27.621875,
Physical Activity - Behavior,Total,Rhode Island,,,,,31.91666667,25.28333333,
Physical Activity - Behavior,Education,South Carolina,College graduate,,,,39.05833333,13.36666667,
Physical Activity - Behavior,Education,South Carolina,High school graduate,,,,29.00833333,31.25,
Physical Activity - Behavior,Education,South Carolina,Less than high school,,,,24.43333333,41.61666667,
Physical Activity - Behavior,Education,South Carolina,Some college or technical school,,,,33.175,23.21666667,
Physical Activity - Behavior,Age (years),South Carolina,,,,,32.34722222,25.675,
Physical Activity - Behavior,Gender,South Carolina,,,Female,,28.35833333,28.93333333,
Physical Activity - Behavior,Gender,South Carolina,,,Male,,35.76666667,23.53333333,
Physical Activity - Behavior,Income,South Carolina,,"$15,000 - $24,999",,,27.14166667,34.26666667,
Physical Activity - Behavior,Income,South Carolina,,"$25,000 - $34,999",,,29.28333333,28.85,
Physical Activity - Behavior,Income,South Carolina,,"$35,000 - $49,999",,,31.71666667,24.65,
Physical Activity - Behavior,Income,South Carolina,,"$50,000 - $74,999",,,33.90833333,20.85,
Physical Activity - Behavior,Income,South Carolina,,"$75,000 or greater",,,39.83333333,13.73333333,
Physical Activity - Behavior,Income,South Carolina,,"Less than $15,000",,,24.53333333,39.63333333,
Physical Activity - Behavior,Race/Ethnicity,South Carolina,,,,,31.4751419,27.84102564,
Physical Activity - Behavior,Total,South Carolina,,,,,31.9,26.35,
Physical Activity - Behavior,Education,South Dakota,College graduate,,,,36.64166667,13.81666667,
Physical Activity - Behavior,Education,South Dakota,High school graduate,,,,29.01666667,27.4,
Physical Activity - Behavior,Education,South Dakota,Less than high school,,,,27.61666667,35.13333333,
Physical Activity - Behavior,Education,South Dakota,Some college or technical school,,,,32.53333333,19.95,
Physical Activity - Behavior,Age (years),South Dakota,,,,,32.22222222,21.79166667,
Physical Activity - Behavior,Gender,South Dakota,,,Female,,31.975,21.65,
Physical Activity - Behavior,Gender,South Dakota,,,Male,,31.825,23.35,
Physical Activity - Behavior,Income,South Dakota,,"$15,000 - $24,999",,,31.29166667,28.03333333,
Physical Activity - Behavior,Income,South Dakota,,"$25,000 - $34,999",,,30.99166667,25.38333333,
Physical Activity - Behavior,Income,South Dakota,,"$35,000 - $49,999",,,31.08333333,24.18333333,
Physical Activity - Behavior,Income,South Dakota,,"$50,000 - $74,999",,,30.15833333,19.15,
Physical Activity - Behavior,Income,South Dakota,,"$75,000 or greater",,,37.05833333,14.86666667,
Physical Activity - Behavior,Income,South Dakota,,"Less than $15,000",,,30.11666667,30.63333333,
Physical Activity - Behavior,Race/Ethnicity,South Dakota,,,,,34.67708333,22.85833333,
Physical Activity - Behavior,Total,South Dakota,,,,,31.9,22.48333333,
Physical Activity - Behavior,Education,Tennessee,College graduate,,,,32.825,15.3,
Physical Activity - Behavior,Education,Tennessee,High school graduate,,,,23.50833333,35.75,
Physical Activity - Behavior,Education,Tennessee,Less than high school,,,,16.05,50.55,
Physical Activity - Behavior,Education,Tennessee,Some college or technical school,,,,26.53333333,26.95,
Physical Activity - Behavior,Age (years),Tennessee,,,,,25.69444444,30.37777778,
Physical Activity - Behavior,Gender,Tennessee,,,Female,,22.75,33.81666667,
Physical Activity - Behavior,Gender,Tennessee,,,Male,,28.075,28.13333333,
Physical Activity - Behavior,Income,Tennessee,,"$15,000 - $24,999",,,22.24166667,39.81666667,
Physical Activity - Behavior,Income,Tennessee,,"$25,000 - $34,999",,,24.30833333,34.71666667,
Physical Activity - Behavior,Income,Tennessee,,"$35,000 - $49,999",,,27.20833333,28.03333333,
Physical Activity - Behavior,Income,Tennessee,,"$50,000 - $74,999",,,28.225,23.35,
Physical Activity - Behavior,Income,Tennessee,,"$75,000 or greater",,,32.11666667,15.81666667,
Physical Activity - Behavior,Income,Tennessee,,"Less than $15,000",,,19.15833333,43.73333333,
Physical Activity - Behavior,Race/Ethnicity,Tennessee,,,,,26.29204545,30.76666667,
Physical Activity - Behavior,Total,Tennessee,,,,,25.29166667,31.08333333,
Physical Activity - Behavior,Education,Texas,College graduate,,,,35.41666667,15.46666667,
Physical Activity - Behavior,Education,Texas,High school graduate,,,,27.58333333,32.05,
Physical Activity - Behavior,Education,Texas,Less than high school,,,,19.68333333,43,
Physical Activity - Behavior,Education,Texas,Some college or technical school,,,,32.43333333,24.16666667,
Physical Activity - Behavior,Age (years),Texas,,,,,29.7,27.71666667,
Physical Activity - Behavior,Gender,Texas,,,Female,,26.66666667,30.08333333,
Physical Activity - Behavior,Gender,Texas,,,Male,,32.34166667,25.38333333,
Physical Activity - Behavior,Income,Texas,,"$15,000 - $24,999",,,23.74166667,36.35,
Physical Activity - Behavior,Income,Texas,,"$25,000 - $34,999",,,26.13333333,32.38333333,
Physical Activity - Behavior,Income,Texas,,"$35,000 - $49,999",,,30.35,26.3,
Physical Activity - Behavior,Income,Texas,,"$50,000 - $74,999",,,32.425,21.75,
Physical Activity - Behavior,Income,Texas,,"$75,000 or greater",,,36.19166667,15.41666667,
Physical Activity - Behavior,Income,Texas,,"Less than $15,000",,,23.13333333,41.28333333,
Physical Activity - Behavior,Race/Ethnicity,Texas,,,,,30.39861111,25.85,
Physical Activity - Behavior,Total,Texas,,,,,29.44166667,27.8,
Physical Activity - Behavior,Education,Utah,College graduate,,,,41.7,10.16666667,
Physical Activity - Behavior,Education,Utah,High school graduate,,,,34.48333333,22.75,
Physical Activity - Behavior,Education,Utah,Less than high school,,,,24.49166667,34.78333333,
Physical Activity - Behavior,Education,Utah,Some college or technical school,,,,36.93333333,16.33333333,
Physical Activity - Behavior,Age (years),Utah,,,,,36.5,18.60555556,
Physical Activity - Behavior,Gender,Utah,,,Female,,34.69166667,19.1,
Physical Activity - Behavior,Gender,Utah,,,Male,,38.11666667,17.16666667,
Physical Activity - Behavior,Income,Utah,,"$15,000 - $24,999",,,30.66666667,26.81666667,
Physical Activity - Behavior,Income,Utah,,"$25,000 - $34,999",,,34.21666667,22.4,
Physical Activity - Behavior,Income,Utah,,"$35,000 - $49,999",,,33.79166667,19.15,
Physical Activity - Behavior,Income,Utah,,"$50,000 - $74,999",,,36.475,15.18333333,
Physical Activity - Behavior,Income,Utah,,"$75,000 or greater",,,42.35833333,10.45,
Physical Activity - Behavior,Income,Utah,,"Less than $15,000",,,32.375,24.63333333,
Physical Activity - Behavior,Race/Ethnicity,Utah,,,,,35.51029412,21.34444444,
Physical Activity - Behavior,Total,Utah,,,,,36.375,18.13333333,
Physical Activity - Behavior,Education,Vermont,College graduate,,,,47.15,9.066666667,
Physical Activity - Behavior,Education,Vermont,High school graduate,,,,31.15,27.03333333,
Physical Activity - Behavior,Education,Vermont,Less than high school,,,,26.425,37.61666667,
Physical Activity - Behavior,Education,Vermont,Some college or technical school,,,,37.30833333,18.81666667,
Physical Activity - Behavior,Age (years),Vermont,,,,,37.88194444,19.03888889,
Physical Activity - Behavior,Gender,Vermont,,,Female,,36.71666667,19.66666667,
Physical Activity - Behavior,Gender,Vermont,,,Male,,38.66666667,20.13333333,
Physical Activity - Behavior,Income,Vermont,,"$15,000 - $24,999",,,30.55,30.16666667,
Physical Activity - Behavior,Income,Vermont,,"$25,000 - $34,999",,,34.6,24.1,
Physical Activity - Behavior,Income,Vermont,,"$35,000 - $49,999",,,36.53333333,20.95,
Physical Activity - Behavior,Income,Vermont,,"$50,000 - $74,999",,,39.16666667,15.25,
Physical Activity - Behavior,Income,Vermont,,"$75,000 or greater",,,44.69166667,10.45,
Physical Activity - Behavior,Income,Vermont,,"Less than $15,000",,,31.5,31.03333333,
Physical Activity - Behavior,Race/Ethnicity,Vermont,,,,,34.70681818,22.66086957,
Physical Activity - Behavior,Total,Vermont,,,,,37.675,19.9,
Physical Activity - Behavior,Education,Virgin Islands,College graduate,,,,,16.4,
Physical Activity - Behavior,Education,Virgin Islands,High school graduate,,,,,26.9,
Physical Activity - Behavior,Education,Virgin Islands,Less than high school,,,,,29.2,
Physical Activity - Behavior,Education,Virgin Islands,Some college or technical school,,,,,31.2,
Physical Activity - Behavior,Age (years),Virgin Islands,,,,,,25.98333333,
Physical Activity - Behavior,Gender,Virgin Islands,,,Female,,,28.3,
Physical Activity - Behavior,Gender,Virgin Islands,,,Male,,,23.5,
Physical Activity - Behavior,Income,Virgin Islands,,"$15,000 - $24,999",,,,28.2,
Physical Activity - Behavior,Income,Virgin Islands,,"$25,000 - $34,999",,,,28.9,
Physical Activity - Behavior,Income,Virgin Islands,,"$35,000 - $49,999",,,,20.9,
Physical Activity - Behavior,Income,Virgin Islands,,"$50,000 - $74,999",,,,29.8,
Physical Activity - Behavior,Income,Virgin Islands,,"$75,000 or greater",,,,13.3,
Physical Activity - Behavior,Income,Virgin Islands,,"Less than $15,000",,,,30.6,
Physical Activity - Behavior,Race/Ethnicity,Virgin Islands,,,,,,24.23333333,
Physical Activity - Behavior,Total,Virgin Islands,,,,,,26.1,
Physical Activity - Behavior,Education,Virginia,College graduate,,,,42.10833333,12.6,
Physical Activity - Behavior,Education,Virginia,High school graduate,,,,30.21666667,30.85,
Physical Activity - Behavior,Education,Virginia,Less than high school,,,,22.96666667,44.41666667,
Physical Activity - Behavior,Education,Virginia,Some college or technical school,,,,35.76666667,22.16666667,
Physical Activity - Behavior,Age (years),Virginia,,,,,35.06666667,23.83888889,
Physical Activity - Behavior,Gender,Virginia,,,Female,,31.75,26.06666667,
Physical Activity - Behavior,Gender,Virginia,,,Male,,37.93333333,22.16666667,
Physical Activity - Behavior,Income,Virginia,,"$15,000 - $24,999",,,26.925,36.9,
Physical Activity - Behavior,Income,Virginia,,"$25,000 - $34,999",,,29.64166667,30.43333333,
Physical Activity - Behavior,Income,Virginia,,"$35,000 - $49,999",,,34,25.48333333,
Physical Activity - Behavior,Income,Virginia,,"$50,000 - $74,999",,,36.14166667,21.3,
Physical Activity - Behavior,Income,Virginia,,"$75,000 or greater",,,41.75833333,13.21666667,
Physical Activity - Behavior,Income,Virginia,,"Less than $15,000",,,26.575,39.01666667,
Physical Activity - Behavior,Race/Ethnicity,Virginia,,,,,33.35,26.70540541,
Physical Activity - Behavior,Total,Virginia,,,,,34.75833333,24.15,
Physical Activity - Behavior,Education,Washington,College graduate,,,,41.875,10.6,
Physical Activity - Behavior,Education,Washington,High school graduate,,,,33.125,24.08333333,
